id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,gene,pval.fdr,log.pval.fdr,chr,snp_pos_gmean,OR,CI_lower,CI_upper
8890_9_TMEM132B,ieu-b-18,multiple sclerosis || id:ieu-b-18,8890_9_TMEM132B,Inverse variance weighted,2,0.107898584,0.171207522,0.52854997,TMEM132B,0.977196122,0.010018265,12,125484024.8,1.113934769,0.79638849,1.55809719
8900_28_NEO1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8900_28_NEO1,Inverse variance weighted,2,0.053876559,0.085700121,0.529569221,NEO1,0.977196122,0.010018265,15,73004732.3,1.05535432,0.89217259,1.248382604
8909_77_GNPDA1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8909_77_GNPDA1,Inverse variance weighted,2,0.088817943,0.130871001,0.497348331,GNPDA1,0.973425835,0.011697132,5,142088184.8,1.092881671,0.845616596,1.412449037
8923_94_GALNT16,ieu-b-18,multiple sclerosis || id:ieu-b-18,8923_94_GALNT16,Inverse variance weighted,6,0.059180426,0.149518475,0.692247574,GALNT16,0.993478776,0.002841407,14,69222730.04,1.06096665,0.791460121,1.422245041
8925_25_RRM2B,ieu-b-18,multiple sclerosis || id:ieu-b-18,8925_25_RRM2B,Inverse variance weighted,2,0.032904229,0.097157929,0.73486026,RRM2B,0.993478776,0.002841407,8,102254494.8,1.03345156,0.85425519,1.250237796
8956_96_SCARF2,ieu-b-18,multiple sclerosis || id:ieu-b-18,8956_96_SCARF2,Inverse variance weighted,2,-0.034760849,0.125381669,0.781595614,SCARF2,0.993478776,0.002841407,22,20433900.09,0.96583637,0.755399206,1.234896576
8958_51_CHL1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8958_51_CHL1,Inverse variance weighted,8,0.052429042,0.070041249,0.454131364,CHL1,0.964143158,0.015858476,3,295197.5437,1.053827782,0.918648412,1.208898833
8960_3_ERAP2,ieu-b-18,multiple sclerosis || id:ieu-b-18,8960_3_ERAP2,Inverse variance weighted,14,-0.035596591,0.019553086,0.068681349,ERAP2,0.670509189,0.173595266,5,96848033.19,0.965029516,0.928745397,1.002731179
8973_23_FCRL4,ieu-b-18,multiple sclerosis || id:ieu-b-18,8973_23_FCRL4,Inverse variance weighted,13,-0.08970487,0.041084784,0.029005733,FCRL4,0.523526278,0.281061514,1,157559632.4,0.914200954,0.843469914,0.990863302
8974_172_COL15A1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8974_172_COL15A1,Inverse variance weighted,4,0.008772786,0.08830614,0.920864235,COL15A1,0.998431193,0.000681859,9,98971688.79,1.00881138,0.848481287,1.199437649
8983_7_GOLM1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8983_7_GOLM1,Inverse variance weighted,2,0.063966465,0.132238728,0.628584878,GOLM1,0.977196122,0.010018265,9,86181912.59,1.066056648,0.822652468,1.381478597
8989_40_SCUBE1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8989_40_SCUBE1,Inverse variance weighted,5,-0.160216176,0.090132285,0.075474995,SCUBE1,0.698584534,0.155781033,22,43284184.09,0.851959595,0.713997759,1.016579034
8992_1_TMEM2,ieu-b-18,multiple sclerosis || id:ieu-b-18,8992_1_TMEM2,Inverse variance weighted,3,0.12341348,0.099481536,0.214765862,TMEM2,0.835617716,0.077992361,9,71686101.89,1.131352116,0.930930803,1.374922396
9002_36_SERPINA11,ieu-b-18,multiple sclerosis || id:ieu-b-18,9002_36_SERPINA11,Inverse variance weighted,11,-0.030100246,0.067743387,0.656805857,SERPINA11,0.986475005,0.005913914,14,94448087.35,0.970348255,0.849695453,1.108133193
9005_16_PLXNA1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9005_16_PLXNA1,Inverse variance weighted,2,-0.027910361,0.066300719,0.673779774,PLXNA1,0.992929837,0.003081439,3,126889849.8,0.972475535,0.853969525,1.107426715
9017_58_LCT,ieu-b-18,multiple sclerosis || id:ieu-b-18,9017_58_LCT,Inverse variance weighted,5,-0.048454025,0.048437155,0.317141985,LCT,0.902817555,0.044400005,2,136029046.4,0.952701139,0.866415366,1.047580059
9018_38_PCDH10,ieu-b-18,multiple sclerosis || id:ieu-b-18,9018_38_PCDH10,Inverse variance weighted,2,-0.167589832,0.092437396,0.069830432,PCDH10,0.670509189,0.173595266,4,133441971.1,0.845700643,0.705557415,1.013680194
9021_1_HAVCR1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9021_1_HAVCR1,Inverse variance weighted,5,0.014804072,0.044906007,0.741650855,HAVCR1,0.993478776,0.002841407,5,157059484.1,1.014914195,0.929404053,1.108291728
9076_25_PENK,ieu-b-18,multiple sclerosis || id:ieu-b-18,9076_25_PENK,Inverse variance weighted,9,0.030659998,0.030227691,0.31043882,PENK,0.902817555,0.044400005,8,56472010.9,1.031134857,0.971818445,1.094071735
9077_10_MAN1A2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9077_10_MAN1A2,Inverse variance weighted,6,0.106837037,0.077901587,0.170239093,MAN1A2,0.775159822,0.110608746,1,117314317.3,1.112752903,0.95518516,1.296313085
9092_33_ANGPTL1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9092_33_ANGPTL1,Inverse variance weighted,2,0.256912734,0.191410261,0.17952797,ANGPTL1,0.787982734,0.103483299,1,178765810.3,1.292932293,0.888472682,1.881514141
9094_5_CLEC4C,ieu-b-18,multiple sclerosis || id:ieu-b-18,9094_5_CLEC4C,Inverse variance weighted,11,0.039101834,0.026719096,0.143346612,CLEC4C,0.769556868,0.113759282,12,7746047.966,1.039876373,0.986820032,1.095785286
9126_171_NT5DC3,ieu-b-18,multiple sclerosis || id:ieu-b-18,9126_171_NT5DC3,Inverse variance weighted,2,0.165610884,0.093420737,0.076271433,NT5DC3,0.698584534,0.155781033,12,103810687.2,1.180113812,0.982658367,1.417245968
9172_69_MMP8,ieu-b-18,multiple sclerosis || id:ieu-b-18,9172_69_MMP8,Inverse variance weighted,3,0.052817784,0.095655953,0.58083592,MMP8,0.977196122,0.010018265,11,102659151.8,1.054237529,0.874006135,1.271634973
9175_48_DSCAM,ieu-b-18,multiple sclerosis || id:ieu-b-18,9175_48_DSCAM,Inverse variance weighted,3,-0.020816999,0.179018948,0.907427644,DSCAM,0.998431193,0.000681859,21,40623382.21,0.979398179,0.689565123,1.391051782
9177_6_FAM3B,ieu-b-18,multiple sclerosis || id:ieu-b-18,9177_6_FAM3B,Inverse variance weighted,16,0.020523356,0.029640236,0.488676505,FAM3B,0.973425835,0.011697132,21,41276485.23,1.020735408,0.963125545,1.081791235
9183_7_IFNAR1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9183_7_IFNAR1,Inverse variance weighted,16,-0.00658309,0.043165513,0.878786213,IFNAR1,0.998431193,0.000681859,21,33357392.82,0.993438531,0.91284654,1.081145704
9185_15_TFF1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9185_15_TFF1,Inverse variance weighted,4,-0.089290651,0.05121558,0.081258965,TFF1,0.698584534,0.155781033,21,42366085.68,0.914579711,0.827229439,1.011153628
9191_8_TFF2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9191_8_TFF2,Inverse variance weighted,2,0.147014709,0.336770081,0.66244262,TFF2,0.987236609,0.005578749,21,42366019.55,1.158371001,0.598664074,2.241362785
9211_19_SERPINF1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9211_19_SERPINF1,Inverse variance weighted,5,0.029617811,0.08449823,0.725953,SERPINF1,0.993478776,0.002841407,17,1771964.199,1.030060781,0.87284375,1.215595817
9213_24_FTCD,ieu-b-18,multiple sclerosis || id:ieu-b-18,9213_24_FTCD,Inverse variance weighted,6,-0.249957761,0.162117615,0.123114971,FTCD,0.769556868,0.113759282,21,46125618.75,0.778833679,0.566822947,1.070143513
9216_100_PLXNB2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9216_100_PLXNB2,Inverse variance weighted,10,0.137025414,0.129833284,0.291244655,PLXNB2,0.890498002,0.05036705,22,50320764.8,1.146857295,0.889186906,1.479195933
9231_23_IMPAD1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9231_23_IMPAD1,Inverse variance weighted,3,-0.103197758,0.125782942,0.411963503,IMPAD1,0.943163585,0.025412975,8,56958711.61,0.901948588,0.704876743,1.154118452
9234_8_TWSG1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9234_8_TWSG1,Inverse variance weighted,3,-0.004569332,0.130828959,0.972138752,TWSG1,0.998431193,0.000681859,18,9242953.007,0.995441092,0.77028547,1.286410046
9244_27_PPT1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9244_27_PPT1,Inverse variance weighted,3,0.050647708,0.075617523,0.502992954,PPT1,0.975501488,0.010772064,1,40139593.45,1.051952234,0.907045525,1.220008777
9251_28_MAN2B2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9251_28_MAN2B2,Inverse variance weighted,23,0.058131333,0.044040625,0.1868524,MAN2B2,0.788926216,0.102963612,4,6604362.36,1.05985418,0.97220529,1.155405031
9253_52_ABO,ieu-b-18,multiple sclerosis || id:ieu-b-18,9253_52_ABO,Inverse variance weighted,23,-0.083487043,0.027617283,0.002502823,ABO,0.110894316,0.955090714,9,133324639.8,0.919903006,0.871432459,0.971069566
9256_78_NPTX1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9256_78_NPTX1,Inverse variance weighted,7,-0.110909177,0.064710456,0.086541625,NPTX1,0.729061051,0.137236103,17,80539184.21,0.895020034,0.788406334,1.016050768
9264_11_CTSO,ieu-b-18,multiple sclerosis || id:ieu-b-18,9264_11_CTSO,Inverse variance weighted,3,-0.182550166,0.091712928,0.046541185,CTSO,0.606026629,0.217508292,4,156025717.5,0.833142848,0.696068291,0.99721107
9266_1_TREM1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9266_1_TREM1,Inverse variance weighted,11,0.028727185,0.069092905,0.677573779,TREM1,0.993478776,0.002841407,6,41257207.13,1.029143791,0.898799847,1.178390212
9267_2_CPA4,ieu-b-18,multiple sclerosis || id:ieu-b-18,9267_2_CPA4,Inverse variance weighted,7,0.012652843,0.02231897,0.570775469,CPA4,0.977196122,0.010018265,7,130263243.8,1.012733229,0.969386057,1.058018718
9275_2_SIGLEC5,ieu-b-18,multiple sclerosis || id:ieu-b-18,9275_2_SIGLEC5,Inverse variance weighted,17,0.008232832,0.023162487,0.722261348,SIGLEC5,0.993478776,0.002841407,19,51587548.32,1.008266815,0.963516523,1.055095524
9278_9_CXCL12,ieu-b-18,multiple sclerosis || id:ieu-b-18,9278_9_CXCL12,Inverse variance weighted,3,0.144587036,0.274943214,0.598971842,CXCL12,0.977196122,0.010018265,10,44372847.44,1.155562266,0.674150659,1.980750347
9282_12_CRISP2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9282_12_CRISP2,Inverse variance weighted,5,-0.018427334,0.034092594,0.588846466,CRISP2,0.977196122,0.010018265,6,49681120.79,0.981741411,0.91828377,1.049584269
9288_7_FKBP7,ieu-b-18,multiple sclerosis || id:ieu-b-18,9288_7_FKBP7,Inverse variance weighted,3,-0.01538335,0.063031367,0.807185404,FKBP7,0.996607537,0.001475833,2,178474707.4,0.984734369,0.870293446,1.114223924
9294_45_MFAP2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9294_45_MFAP2,Inverse variance weighted,4,-0.0071903,0.080011957,0.928394238,MFAP2,0.998431193,0.000681859,1,16885577.61,0.992835488,0.848730364,1.161408084
9297_12_B3GNT8,ieu-b-18,multiple sclerosis || id:ieu-b-18,9297_12_B3GNT8,Inverse variance weighted,11,-0.013081573,0.026711516,0.624321203,B3GNT8,0.977196122,0.010018265,19,41415252.55,0.987003619,0.936658855,1.040054378
9313_27_CBLN1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9313_27_CBLN1,Inverse variance weighted,8,-0.013004206,0.097026451,0.893380886,CBLN1,0.998431193,0.000681859,16,49537177.27,0.987079984,0.816134548,1.193831208
9314_9_PSG5,ieu-b-18,multiple sclerosis || id:ieu-b-18,9314_9_PSG5,Inverse variance weighted,7,-0.061596231,0.039462702,0.118553923,PSG5,0.762983909,0.117484621,19,43229250.75,0.940262459,0.870277523,1.015875359
9316_67_WFDC1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9316_67_WFDC1,Inverse variance weighted,20,-0.014405855,0.037982659,0.704484013,WFDC1,0.993478776,0.002841407,16,84276534.24,0.985697413,0.914981103,1.061879187
9321_400_NMB,ieu-b-18,multiple sclerosis || id:ieu-b-18,9321_400_NMB,Inverse variance weighted,3,-0.011002744,0.106008501,0.917335091,NMB,0.998431193,0.000681859,15,84954912.75,0.989057565,0.803498945,1.217468762
9326_33_ITIH2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9326_33_ITIH2,Inverse variance weighted,10,-0.036862406,0.034519411,0.285577021,ITIH2,0.890498002,0.05036705,10,7778473.566,0.96380874,0.900756376,1.031274729
9335_28_PSG9,ieu-b-18,multiple sclerosis || id:ieu-b-18,9335_28_PSG9,Inverse variance weighted,4,-0.004863823,0.107501735,0.963912719,PSG9,0.998431193,0.000681859,19,43269922.11,0.995147987,0.80608408,1.228556102
9337_43_TAC1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9337_43_TAC1,Inverse variance weighted,5,-0.008686284,0.096065255,0.927952938,TAC1,0.998431193,0.000681859,7,97560226.37,0.991351333,0.821211833,1.196740506
9341_1_PDGFD,ieu-b-18,multiple sclerosis || id:ieu-b-18,9341_1_PDGFD,Inverse variance weighted,9,0.005369778,0.046774801,0.908603122,PDGFD,0.998431193,0.000681859,11,104051675.6,1.005384221,0.917310893,1.101913691
9348_1_C1RL,ieu-b-18,multiple sclerosis || id:ieu-b-18,9348_1_C1RL,Inverse variance weighted,8,0.034146004,0.06125702,0.577239205,C1RL,0.977196122,0.010018265,12,7032501.488,1.034735672,0.917669702,1.166735599
9350_3_FSTL4,ieu-b-18,multiple sclerosis || id:ieu-b-18,9350_3_FSTL4,Inverse variance weighted,3,-0.190155947,0.25112755,0.448924884,FSTL4,0.964143158,0.015858476,5,133373395.5,0.826830183,0.505419782,1.352634336
9357_4_CREG1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9357_4_CREG1,Inverse variance weighted,2,0.156549506,0.096228432,0.103768339,CREG1,0.729061051,0.137236103,1,167613182.3,1.169468656,0.968450196,1.412211947
9359_9_DLK2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9359_9_DLK2,Inverse variance weighted,2,0.104879415,0.097685459,0.282982231,DLK2,0.889636358,0.050787476,6,43409052.02,1.110576683,0.917058436,1.344931273
9360_33_EDIL3,ieu-b-18,multiple sclerosis || id:ieu-b-18,9360_33_EDIL3,Inverse variance weighted,3,0.260616039,0.181413731,0.150836269,EDIL3,0.770087598,0.113459871,5,84103631.11,1.297729293,0.909413973,1.851853356
9369_174_LRRC4C,ieu-b-18,multiple sclerosis || id:ieu-b-18,9369_174_LRRC4C,Inverse variance weighted,5,-0.006639952,0.158428785,0.966569432,LRRC4C,0.998431193,0.000681859,11,40517489.56,0.993382044,0.728213962,1.355107067
9370_69_GGH,ieu-b-18,multiple sclerosis || id:ieu-b-18,9370_69_GGH,Inverse variance weighted,8,-0.006865178,0.039106726,0.860647643,GGH,0.998431193,0.000681859,8,63111404.89,0.993158334,0.919877876,1.07227655
9385_4_GAA,ieu-b-18,multiple sclerosis || id:ieu-b-18,9385_4_GAA,Inverse variance weighted,12,-0.004643424,0.048160733,0.923190869,GAA,0.998431193,0.000681859,17,80141426.54,0.99536734,0.905707873,1.093902539
9394_19_CPQ,ieu-b-18,multiple sclerosis || id:ieu-b-18,9394_19_CPQ,Inverse variance weighted,9,-0.006210561,0.057485818,0.913966819,CPQ,0.998431193,0.000681859,8,96824068.37,0.993808685,0.88791189,1.112335259
9409_11_TPSAB1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9409_11_TPSAB1,Inverse variance weighted,16,0.016693718,0.042592997,0.695105696,TPSAB1,0.993478776,0.002841407,16,1166798.034,1.016833837,0.935392963,1.105365437
9416_77_CPM,ieu-b-18,multiple sclerosis || id:ieu-b-18,9416_77_CPM,Inverse variance weighted,4,-0.290990227,0.139310942,0.036727326,CPM,0.54947895,0.260048941,12,68989675.09,0.747522983,0.568906221,0.982219196
9449_150_C4BPA,ieu-b-18,multiple sclerosis || id:ieu-b-18,9449_150_C4BPA,Inverse variance weighted,4,0.034044743,0.048984799,0.487051374,C4BPA,0.973425835,0.011697132,1,207040626,1.034630898,0.939915347,1.138890963
9459_7_FAS,ieu-b-18,multiple sclerosis || id:ieu-b-18,9459_7_FAS,Inverse variance weighted,5,0.119901103,0.060822739,0.048687245,FAS,0.606026629,0.217508292,10,88967163.27,1.127385351,1.000688772,1.270122906
9468_8_LMAN2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9468_8_LMAN2,Inverse variance weighted,2,0.916413748,0.161236638,1.32E-08,LMAN2,7.59E-06,5.119515323,5,177333738.6,2.50030756,1.822829453,3.429579153
9470_15_METTL24,ieu-b-18,multiple sclerosis || id:ieu-b-18,9470_15_METTL24,Inverse variance weighted,3,-0.140634738,0.132989215,0.29028811,METTL24,0.890498002,0.05036705,6,110379249.4,0.868806596,0.669453481,1.127524052
9482_110_NUDT9,ieu-b-18,multiple sclerosis || id:ieu-b-18,9482_110_NUDT9,Inverse variance weighted,2,0.008557583,0.183901904,0.962885106,NUDT9,0.998431193,0.000681859,4,87413819.41,1.008594303,0.703357383,1.446295289
9484_75_DSG2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9484_75_DSG2,Inverse variance weighted,4,-0.076147244,0.081347263,0.349233911,DSG2,0.91472166,0.038711037,18,31623319.97,0.926679749,0.790106226,1.086860638
9525_1_PTK7,ieu-b-18,multiple sclerosis || id:ieu-b-18,9525_1_PTK7,Inverse variance weighted,2,0.012357202,0.16248984,0.939380057,PTK7,0.998431193,0.000681859,6,43174646.01,1.012433867,0.736296135,1.392133257
9545_156_GZMK,ieu-b-18,multiple sclerosis || id:ieu-b-18,9545_156_GZMK,Inverse variance weighted,2,0.10938577,0.118201999,0.354750667,GZMK,0.91472166,0.038711037,5,55118145.77,1.115592629,0.884891581,1.40644
9557_5_MANSC1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9557_5_MANSC1,Inverse variance weighted,3,0.110687127,0.064837667,0.087795597,MANSC1,0.729061051,0.137236103,12,12389566.42,1.117045359,0.983738961,1.268416098
9574_11_BIN1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9574_11_BIN1,Inverse variance weighted,2,0.035942494,0.127309925,0.77769601,BIN1,0.993478776,0.002841407,2,127089744.2,1.036596234,0.807683538,1.330387091
9578_263_MANSC4,ieu-b-18,multiple sclerosis || id:ieu-b-18,9578_263_MANSC4,Inverse variance weighted,11,-0.049072414,0.041793708,0.240331767,MANSC4,0.86249905,0.064241374,12,27795807.05,0.952112181,0.877228229,1.033388546
9580_5_LAMC2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9580_5_LAMC2,Inverse variance weighted,5,0.028983406,0.04405384,0.51059678,LAMC2,0.977196122,0.010018265,1,183269930.3,1.029407512,0.944252075,1.122242518
9595_11_B4GALT2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9595_11_B4GALT2,Inverse variance weighted,2,0.055074792,0.069523295,0.428257175,B4GALT2,0.95789563,0.018681808,1,43960858.56,1.056619638,0.922017692,1.210871623
9713_67_PDGFRL,ieu-b-18,multiple sclerosis || id:ieu-b-18,9713_67_PDGFRL,Inverse variance weighted,11,0.037208758,0.057418906,0.516970228,PDGFRL,0.977196122,0.010018265,8,17643562.02,1.037909671,0.92743525,1.161543605
9715_15_IGSF3,ieu-b-18,multiple sclerosis || id:ieu-b-18,9715_15_IGSF3,Inverse variance weighted,2,-0.067720728,0.19549997,0.7290439,IGSF3,0.993478776,0.002841407,1,116564169.2,0.934521423,0.637054118,1.370888697
9748_31_GSTM3,ieu-b-18,multiple sclerosis || id:ieu-b-18,9748_31_GSTM3,Inverse variance weighted,17,0.016594367,0.03750972,0.658198492,GSTM3,0.986475005,0.005913914,1,109777332.5,1.016732818,0.944665215,1.09429839
9754_33_NQO2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9754_33_NQO2,Inverse variance weighted,20,-0.016703677,0.030076294,0.578636933,NQO2,0.977196122,0.010018265,6,3013738.592,0.983435056,0.92713767,1.043150915
9769_48_DNER,ieu-b-18,multiple sclerosis || id:ieu-b-18,9769_48_DNER,Inverse variance weighted,6,0.022402989,0.063561284,0.724491207,DNER,0.993478776,0.002841407,2,229608610.7,1.02265582,0.902869614,1.158334393
9772_153_NLGN2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9772_153_NLGN2,Inverse variance weighted,2,-0.17038914,0.126020487,0.176351349,NLGN2,0.786668124,0.104208447,17,7341275.296,0.843336577,0.658764416,1.079622038
9790_28_BRSK2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9790_28_BRSK2,Inverse variance weighted,2,0.228645852,0.116690396,0.050063263,BRSK2,0.607082941,0.216751971,11,1230223.408,1.256896833,0.999932678,1.57989601
9793_145_IGDCC4,ieu-b-18,multiple sclerosis || id:ieu-b-18,9793_145_IGDCC4,Inverse variance weighted,5,-0.122091337,0.146882031,0.405849147,IGDCC4,0.940720759,0.026539272,15,65318778.87,0.885067525,0.663663444,1.180333994
9796_4_CEL,ieu-b-18,multiple sclerosis || id:ieu-b-18,9796_4_CEL,Inverse variance weighted,9,0.002892491,0.064462536,0.964210226,CEL,0.998431193,0.000681859,9,133044095.4,1.002896678,0.883862228,1.137962134
9816_37_ISOC1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9816_37_ISOC1,Inverse variance weighted,2,-0.00949676,0.149194396,0.949246054,ISOC1,0.998431193,0.000681859,5,129183467.4,0.990548192,0.739398858,1.327004646
9826_135_FHIT,ieu-b-18,multiple sclerosis || id:ieu-b-18,9826_135_FHIT,Inverse variance weighted,4,-0.05188696,0.138935671,0.708805875,FHIT,0.993478776,0.002841407,3,60768590.95,0.949436185,0.723104974,1.246608863
9829_91_SULT2A1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9829_91_SULT2A1,Inverse variance weighted,2,-0.004781198,0.104910856,0.963649866,SULT2A1,0.998431193,0.000681859,19,47883390.44,0.995230214,0.81025483,1.222434155
9837_60_NQO1,ieu-b-18,multiple sclerosis || id:ieu-b-18,9837_60_NQO1,Inverse variance weighted,3,0.021537626,0.028137628,0.444010423,NQO1,0.964143158,0.015858476,16,69685606.95,1.021771235,0.966946486,1.079704484
9839_148_TIRAP,ieu-b-18,multiple sclerosis || id:ieu-b-18,9839_148_TIRAP,Inverse variance weighted,4,-0.023205817,0.079423358,0.770149959,TIRAP,0.993478776,0.002841407,11,126300939.4,0.977061367,0.836209918,1.141637876
9867_23_FBP2,ieu-b-18,multiple sclerosis || id:ieu-b-18,9867_23_FBP2,Inverse variance weighted,2,-0.011271294,0.110860512,0.919017859,FBP2,0.998431193,0.000681859,9,94582067.85,0.988791989,0.795680228,1.228772017
9870_17_WARS,ieu-b-18,multiple sclerosis || id:ieu-b-18,9870_17_WARS,Inverse variance weighted,3,0.256252325,0.070639088,0.000286037,WARS,0.03661275,1.436367652,14,100521144.8,1.29207871,1.125018762,1.483946268
